,number,value,datetime_start,datetime_complete,duration,params_dim_hidden,params_n_layers,params_w0,state
179,179,0.038339946419000626,2022-12-13 22:30:32.491845,2022-12-13 22:31:30.992700,0 days 00:00:58.500855,256,4,10.617636482654998,COMPLETE
180,180,0.03552038595080376,2022-12-13 22:31:31.019762,2022-12-13 22:32:43.287302,0 days 00:01:12.267540,256,5,13.857016628963475,COMPLETE
181,181,0.046325042843818665,2022-12-13 22:32:43.314117,2022-12-13 22:33:53.966037,0 days 00:01:10.651920,256,4,5.2284108922543435,COMPLETE
182,182,0.03914313763380051,2022-12-13 22:33:54.009607,2022-12-13 22:35:00.573397,0 days 00:01:06.563790,256,4,11.475279320626012,COMPLETE
183,183,0.032748471945524216,2022-12-13 22:35:00.602517,2022-12-13 22:36:04.158169,0 days 00:01:03.555652,256,4,9.19980236504964,COMPLETE
184,184,0.03435739502310753,2022-12-13 22:36:04.184783,2022-12-13 22:36:58.751453,0 days 00:00:54.566670,256,4,9.442590698638929,COMPLETE
185,185,0.039327532052993774,2022-12-13 22:36:58.777530,2022-12-13 22:38:03.164612,0 days 00:01:04.387082,256,4,7.066181962295742,COMPLETE
186,186,0.03559442237019539,2022-12-13 22:38:03.192201,2022-12-13 22:39:00.784291,0 days 00:00:57.592090,256,4,8.184408355341919,COMPLETE
187,187,0.04541122540831566,2022-12-13 22:39:00.811034,2022-12-13 22:39:56.649495,0 days 00:00:55.838461,256,4,12.079350097537791,COMPLETE
188,188,0.034716203808784485,2022-12-13 22:39:56.675236,2022-12-13 22:40:52.656902,0 days 00:00:55.981666,256,4,10.255915914524875,COMPLETE
189,189,0.09140582382678986,2022-12-13 22:40:52.684975,2022-12-13 22:41:47.792939,0 days 00:00:55.107964,256,4,3.395489073276784,COMPLETE
190,190,0.0627971887588501,2022-12-13 22:41:47.819922,2022-12-13 22:42:44.380620,0 days 00:00:56.560698,256,4,41.578592698080854,COMPLETE
191,191,0.04067300260066986,2022-12-13 22:42:44.407116,2022-12-13 22:43:41.274855,0 days 00:00:56.867739,256,4,6.090369369742856,COMPLETE
192,192,0.03291701152920723,2022-12-13 22:43:41.306827,2022-12-13 22:44:57.693375,0 days 00:01:16.386548,256,4,8.82854695884772,COMPLETE
193,193,0.033753231167793274,2022-12-13 22:44:57.743041,2022-12-13 22:46:09.090057,0 days 00:01:11.347016,256,4,8.663846879360788,COMPLETE
194,194,0.033275701105594635,2022-12-13 22:46:09.145287,2022-12-13 22:47:20.010312,0 days 00:01:10.865025,256,4,8.702527187841326,COMPLETE
195,195,0.03502942994236946,2022-12-13 22:47:20.034131,2022-12-13 22:48:28.048072,0 days 00:01:08.013941,256,4,9.408207914201522,COMPLETE
196,196,0.05234966799616814,2022-12-13 22:48:28.078129,2022-12-13 22:49:39.181527,0 days 00:01:11.103398,256,4,10.395835730252594,COMPLETE
197,197,0.034787148237228394,2022-12-13 22:49:39.227606,2022-12-13 22:50:46.993456,0 days 00:01:07.765850,256,4,7.87958008371236,COMPLETE
198,198,0.04535505920648575,2022-12-13 22:50:47.014687,2022-12-13 22:51:50.058742,0 days 00:01:03.044055,256,4,12.03638198407053,COMPLETE
199,199,0.14912430942058563,2022-12-13 22:51:50.087151,2022-12-13 22:52:42.987047,0 days 00:00:52.899896,256,2,6.62058415643786,COMPLETE
200,200,0.034904059022665024,2022-12-13 22:52:43.020555,2022-12-13 22:53:37.946158,0 days 00:00:54.925603,256,4,9.572679606314502,COMPLETE
201,201,0.040446408092975616,2022-12-13 22:53:37.973053,2022-12-13 22:54:30.550029,0 days 00:00:52.576976,256,4,13.447418074051047,COMPLETE
202,202,0.03685855120420456,2022-12-13 22:54:30.577525,2022-12-13 22:55:36.721755,0 days 00:01:06.144230,256,4,15.479173705985207,COMPLETE
203,203,0.03449409455060959,2022-12-13 22:55:36.775556,2022-12-13 22:56:45.148226,0 days 00:01:08.372670,256,4,8.47269521219154,COMPLETE
204,204,0.038617461919784546,2022-12-13 22:56:45.183862,2022-12-13 22:57:48.426772,0 days 00:01:03.242910,256,4,10.871488097120213,COMPLETE
205,205,0.039683617651462555,2022-12-13 22:57:48.455509,2022-12-13 22:58:45.303126,0 days 00:00:56.847617,256,4,6.844956009898775,COMPLETE
206,206,0.05385037884116173,2022-12-13 22:58:45.334835,2022-12-13 22:59:39.917296,0 days 00:00:54.582461,256,4,20.7635964878041,COMPLETE
207,207,0.03428543359041214,2022-12-13 22:59:39.947063,2022-12-13 23:00:32.243859,0 days 00:00:52.296796,256,4,8.051731588755441,COMPLETE
208,208,0.09423526376485825,2022-12-13 23:00:32.269814,2022-12-13 23:01:26.102215,0 days 00:00:53.832401,256,4,4.983692671392403,COMPLETE
209,209,0.034885525703430176,2022-12-13 23:01:26.129756,2022-12-13 23:02:20.864401,0 days 00:00:54.734645,256,4,9.217701159360624,COMPLETE
210,210,0.04791703447699547,2022-12-13 23:02:20.891552,2022-12-13 23:03:24.662019,0 days 00:01:03.770467,256,4,11.330918931369668,COMPLETE
211,211,0.032915327697992325,2022-12-13 23:03:24.710579,2022-12-13 23:04:38.851154,0 days 00:01:14.140575,256,4,9.503902745692352,COMPLETE
212,212,0.03294484317302704,2022-12-13 23:04:38.881442,2022-12-13 23:05:49.109738,0 days 00:01:10.228296,256,4,10.082681558656942,COMPLETE
213,213,0.0356084369122982,2022-12-13 23:05:49.133722,2022-12-13 23:06:45.780674,0 days 00:00:56.646952,256,4,10.315287154992987,COMPLETE
214,214,0.056303415447473526,2022-12-13 23:06:45.807040,2022-12-13 23:07:42.245036,0 days 00:00:56.437996,256,4,12.403578572244937,COMPLETE
215,215,0.034735795110464096,2022-12-13 23:07:42.271547,2022-12-13 23:08:51.259547,0 days 00:01:08.988000,256,4,9.092941194949836,COMPLETE
216,216,0.037257954478263855,2022-12-13 23:08:51.286011,2022-12-13 23:10:02.095286,0 days 00:01:10.809275,256,4,6.951153325472618,COMPLETE
217,217,0.04670459404587746,2022-12-13 23:10:02.123157,2022-12-13 23:11:10.812626,0 days 00:01:08.689469,256,4,17.574441792922755,COMPLETE
218,218,0.03823423758149147,2022-12-13 23:11:10.837935,2022-12-13 23:12:06.863247,0 days 00:00:56.025312,256,4,10.151620543466343,COMPLETE
219,219,0.03275446966290474,2022-12-13 23:12:06.885801,2022-12-13 23:13:16.084465,0 days 00:01:09.198664,256,4,8.742170956252243,COMPLETE
220,220,0.035124681890010834,2022-12-13 23:13:16.107907,2022-12-13 23:14:25.979402,0 days 00:01:09.871495,256,4,7.73375540333039,COMPLETE
221,221,0.033489618450403214,2022-12-13 23:14:26.007997,2022-12-13 23:15:35.407481,0 days 00:01:09.399484,256,4,9.02529431212552,COMPLETE
222,222,0.04771738499403,2022-12-13 23:15:35.433359,2022-12-13 23:16:32.069627,0 days 00:00:56.636268,256,4,5.742579031687055,COMPLETE
223,223,0.03612976521253586,2022-12-13 23:16:32.097190,2022-12-13 23:17:41.155941,0 days 00:01:09.058751,256,4,8.898812424378697,COMPLETE
224,224,0.05319061130285263,2022-12-13 23:17:41.188100,2022-12-13 23:18:56.426072,0 days 00:01:15.237972,256,4,10.920647910639111,COMPLETE
225,225,0.08141813427209854,2022-12-13 23:18:56.463064,2022-12-13 23:19:53.798320,0 days 00:00:57.335256,128,4,7.918066216040819,COMPLETE
226,226,0.03292340412735939,2022-12-13 23:19:53.827833,2022-12-13 23:20:55.923074,0 days 00:01:02.095241,256,4,9.350800852566607,COMPLETE
227,227,0.060606323182582855,2022-12-13 23:20:55.950628,2022-12-13 23:22:02.976812,0 days 00:01:07.026184,192,4,10.073750247279696,COMPLETE
228,228,0.04011935740709305,2022-12-13 23:22:03.005445,2022-12-13 23:23:10.781554,0 days 00:01:07.776109,256,4,12.353538434525069,COMPLETE
229,229,0.036644347012043,2022-12-13 23:23:10.810747,2022-12-13 23:24:04.755161,0 days 00:00:53.944414,256,4,9.609747045218661,COMPLETE
230,230,0.03721245378255844,2022-12-13 23:24:04.783497,2022-12-13 23:24:57.950178,0 days 00:00:53.166681,256,4,7.208847304945362,COMPLETE
231,231,0.039740193635225296,2022-12-13 23:24:57.978648,2022-12-13 23:25:50.618363,0 days 00:00:52.639715,256,4,11.152082134139604,COMPLETE
232,232,0.03566113859415054,2022-12-13 23:25:50.646416,2022-12-13 23:26:43.879615,0 days 00:00:53.233199,256,4,8.64122181298815,COMPLETE
233,233,0.07697432488203049,2022-12-13 23:26:43.905835,2022-12-13 23:27:41.140992,0 days 00:00:57.235157,256,6,8.935467622712359,COMPLETE
234,234,0.03894350677728653,2022-12-13 23:27:41.167790,2022-12-13 23:28:33.257838,0 days 00:00:52.090048,256,4,7.771518717968799,COMPLETE
235,235,0.039400357753038406,2022-12-13 23:28:33.284106,2022-12-13 23:29:27.263895,0 days 00:00:53.979789,256,4,10.5053884286294,COMPLETE
236,236,0.042754165828228,2022-12-13 23:29:27.291076,2022-12-13 23:30:19.217026,0 days 00:00:51.925950,256,4,6.396242618343773,COMPLETE
237,237,0.0328105129301548,2022-12-13 23:30:19.242793,2022-12-13 23:31:10.656728,0 days 00:00:51.413935,256,4,9.271724956316318,COMPLETE
238,238,0.05003215745091438,2022-12-13 23:31:10.683336,2022-12-13 23:32:01.889034,0 days 00:00:51.205698,256,4,11.439682939760067,COMPLETE
239,239,0.03425036743283272,2022-12-13 23:32:01.916432,2022-12-13 23:32:53.107530,0 days 00:00:51.191098,256,4,9.630150434931124,COMPLETE
240,240,0.042038317769765854,2022-12-13 23:32:53.137017,2022-12-13 23:33:47.567503,0 days 00:00:54.430486,256,4,13.21262959873211,COMPLETE
241,241,0.03674204647541046,2022-12-13 23:33:47.594943,2022-12-13 23:34:45.231323,0 days 00:00:57.636380,256,4,7.542738496588653,COMPLETE
242,242,0.0729089081287384,2022-12-13 23:34:45.257748,2022-12-13 23:35:43.247424,0 days 00:00:57.989676,256,4,9.611074989775675,COMPLETE
243,243,0.03562997654080391,2022-12-13 23:35:43.276641,2022-12-13 23:36:41.545581,0 days 00:00:58.268940,256,4,8.489744505453118,COMPLETE
244,244,0.03515046462416649,2022-12-13 23:36:41.574282,2022-12-13 23:37:38.751722,0 days 00:00:57.177440,256,4,8.872050484295771,COMPLETE
245,245,0.041548918932676315,2022-12-13 23:37:38.778617,2022-12-13 23:38:36.226156,0 days 00:00:57.447539,256,4,11.108634364429337,COMPLETE
246,246,0.04072399437427521,2022-12-13 23:38:36.246319,2022-12-13 23:39:32.564409,0 days 00:00:56.318090,256,4,6.253642562807544,COMPLETE
247,247,0.037692490965127945,2022-12-13 23:39:32.590252,2022-12-13 23:40:28.235023,0 days 00:00:55.644771,256,4,9.824059623000352,COMPLETE
248,248,0.03521258383989334,2022-12-13 23:40:28.259377,2022-12-13 23:41:24.304020,0 days 00:00:56.044643,256,4,7.939044835686387,COMPLETE
249,249,0.04259466007351875,2022-12-13 23:41:24.330276,2022-12-13 23:42:20.895430,0 days 00:00:56.565154,256,4,11.773867200365903,COMPLETE
250,250,0.6245926022529602,2022-12-13 23:42:20.922547,2022-12-13 23:43:09.754318,0 days 00:00:48.831771,64,4,9.30168044908769,COMPLETE
251,251,0.03833470866084099,2022-12-13 23:43:09.783578,2022-12-13 23:44:04.832458,0 days 00:00:55.048880,256,4,7.096262515954338,COMPLETE
252,252,0.08065244555473328,2022-12-13 23:44:04.856865,2022-12-13 23:45:00.915881,0 days 00:00:56.059016,256,4,5.278205090499737,COMPLETE
253,253,0.039256177842617035,2022-12-13 23:45:00.942969,2022-12-13 23:45:56.215103,0 days 00:00:55.272134,256,4,10.558372457355324,COMPLETE
254,254,0.05984359607100487,2022-12-13 23:45:56.236403,2022-12-13 23:46:51.887438,0 days 00:00:55.651035,256,4,50.556733064916,COMPLETE
255,255,0.03361130133271217,2022-12-13 23:46:51.913923,2022-12-13 23:47:47.817178,0 days 00:00:55.903255,256,4,8.051721516833512,COMPLETE
256,256,0.034900739789009094,2022-12-13 23:47:47.843671,2022-12-13 23:48:43.683868,0 days 00:00:55.840197,256,4,7.6471523463638125,COMPLETE
257,257,0.035524677485227585,2022-12-13 23:48:43.705971,2022-12-13 23:49:39.611528,0 days 00:00:55.905557,256,4,12.562436225694775,COMPLETE
258,258,0.03413283824920654,2022-12-13 23:49:39.638297,2022-12-13 23:50:31.973542,0 days 00:00:52.335245,256,4,10.148681444476074,COMPLETE
259,259,0.043241146951913834,2022-12-13 23:50:32.000723,2022-12-13 23:51:27.058519,0 days 00:00:55.057796,256,5,5.887037737329793,COMPLETE
260,260,0.17297779023647308,2022-12-13 23:51:27.085139,2022-12-13 23:52:16.319703,0 days 00:00:49.234564,256,2,8.543785955300791,COMPLETE
261,261,0.05855720117688179,2022-12-13 23:52:16.349563,2022-12-13 23:53:09.297554,0 days 00:00:52.947991,256,4,11.107625916536037,COMPLETE
262,262,0.039939794689416885,2022-12-13 23:53:09.324389,2022-12-13 23:54:19.110191,0 days 00:01:09.785802,256,3,6.977602001876425,COMPLETE
263,263,0.03803989291191101,2022-12-13 23:54:19.141846,2022-12-13 23:55:28.444681,0 days 00:01:09.302835,256,4,14.18620064042474,COMPLETE
264,264,0.0924299955368042,2022-12-13 23:55:28.471257,2022-12-13 23:56:32.478159,0 days 00:01:04.006902,256,4,4.242226270451212,COMPLETE
265,265,0.03501471132040024,2022-12-13 23:56:32.524006,2022-12-13 23:57:38.819654,0 days 00:01:06.295648,256,4,9.046723504655391,COMPLETE
266,266,0.03273697942495346,2022-12-13 23:57:38.850364,2022-12-13 23:58:47.187858,0 days 00:01:08.337494,256,4,9.95280354816025,COMPLETE
267,267,0.039457447826862335,2022-12-13 23:58:47.215456,2022-12-13 23:59:41.546739,0 days 00:00:54.331283,256,4,12.078763377846451,COMPLETE
268,268,0.06119610741734505,2022-12-13 23:59:41.578854,2022-12-14 00:00:39.513527,0 days 00:00:57.934673,256,4,33.4023912210298,COMPLETE
269,269,0.0726114958524704,2022-12-14 00:00:39.542710,2022-12-14 00:01:33.773550,0 days 00:00:54.230840,256,4,10.729995742935778,COMPLETE
270,270,0.04709184169769287,2022-12-14 00:01:33.802180,2022-12-14 00:02:29.512053,0 days 00:00:55.709873,256,5,10.010147966085535,COMPLETE
271,271,0.038263168185949326,2022-12-14 00:02:29.535226,2022-12-14 00:03:24.079536,0 days 00:00:54.544310,256,4,7.147247290129965,COMPLETE
272,272,0.04684736579656601,2022-12-14 00:03:24.107288,2022-12-14 00:04:29.582037,0 days 00:01:05.474749,256,4,29.789573302212485,COMPLETE
273,273,0.1266220360994339,2022-12-14 00:04:29.647076,2022-12-14 00:05:38.538947,0 days 00:01:08.891871,128,4,13.561924100592654,COMPLETE
274,274,0.03444899991154671,2022-12-14 00:05:38.591861,2022-12-14 00:06:50.101376,0 days 00:01:11.509515,256,4,9.592340286055997,COMPLETE
275,275,0.05735170468688011,2022-12-14 00:06:50.151765,2022-12-14 00:08:03.761096,0 days 00:01:13.609331,256,4,11.892438870979008,COMPLETE
276,276,0.034398145973682404,2022-12-14 00:08:03.787487,2022-12-14 00:09:02.375602,0 days 00:00:58.588115,256,4,8.15557180437506,COMPLETE
277,277,0.058846089988946915,2022-12-14 00:09:02.403820,2022-12-14 00:09:58.973299,0 days 00:00:56.569479,256,4,10.508253180407364,COMPLETE
278,278,0.039852578192949295,2022-12-14 00:09:58.995822,2022-12-14 00:10:55.461483,0 days 00:00:56.465661,256,4,6.22813717281067,COMPLETE
279,279,0.03591255471110344,2022-12-14 00:10:55.490698,2022-12-14 00:11:52.319037,0 days 00:00:56.828339,256,4,8.122671836571728,COMPLETE
280,280,0.07300106436014175,2022-12-14 00:11:52.345154,2022-12-14 00:13:03.508385,0 days 00:01:11.163231,256,3,9.049134037547283,COMPLETE
281,281,0.0361093170940876,2022-12-14 00:13:03.538672,2022-12-14 00:14:18.491521,0 days 00:01:14.952849,256,4,12.641476102461478,COMPLETE
282,282,0.0497487336397171,2022-12-14 00:14:18.522913,2022-12-14 00:15:31.565744,0 days 00:01:13.042831,256,4,11.146720096641905,COMPLETE
283,283,0.08384206146001816,2022-12-14 00:15:31.626994,2022-12-14 00:16:31.178896,0 days 00:00:59.551902,256,4,5.228209453302027,COMPLETE
284,284,0.0381503626704216,2022-12-14 00:16:31.207085,2022-12-14 00:17:28.450174,0 days 00:00:57.243089,256,4,7.19000184465771,COMPLETE
285,285,0.03594542294740677,2022-12-14 00:17:28.503009,2022-12-14 00:18:42.052693,0 days 00:01:13.549684,256,4,9.757783998621424,COMPLETE
286,286,0.0337136946618557,2022-12-14 00:18:42.086772,2022-12-14 00:19:57.758059,0 days 00:01:15.671287,256,4,8.217062936764599,COMPLETE
287,287,0.05605348199605942,2022-12-14 00:19:57.788427,2022-12-14 00:21:07.594567,0 days 00:01:09.806140,192,4,14.657055544494163,COMPLETE
288,288,0.06472160667181015,2022-12-14 00:21:07.617976,2022-12-14 00:22:10.605543,0 days 00:01:02.987567,256,6,9.847469785555434,COMPLETE
289,289,0.03662748262286186,2022-12-14 00:22:10.646739,2022-12-14 00:23:21.997246,0 days 00:01:11.350507,256,4,11.863013543513677,COMPLETE
290,290,0.03821277990937233,2022-12-14 00:23:22.092537,2022-12-14 00:24:32.137876,0 days 00:01:10.045339,256,4,6.634086154942633,COMPLETE
291,291,0.0335494764149189,2022-12-14 00:24:32.189586,2022-12-14 00:25:40.353033,0 days 00:01:08.163447,256,3,8.943037496432595,COMPLETE
292,292,0.06037268787622452,2022-12-14 00:25:40.373994,2022-12-14 00:26:32.093763,0 days 00:00:51.719769,256,3,24.09980117015207,COMPLETE
293,293,0.051316846162080765,2022-12-14 00:26:32.114502,2022-12-14 00:27:40.519857,0 days 00:01:08.405355,256,3,10.960092588545674,COMPLETE
294,294,0.05716647207736969,2022-12-14 00:27:40.547759,2022-12-14 00:28:50.318021,0 days 00:01:09.770262,256,3,27.115698916980655,COMPLETE
295,295,0.04001050442457199,2022-12-14 00:28:50.349260,2022-12-14 00:29:59.608288,0 days 00:01:09.259028,256,3,9.316252442412452,COMPLETE
296,296,0.04557717964053154,2022-12-14 00:29:59.636391,2022-12-14 00:30:55.896159,0 days 00:00:56.259768,256,5,13.077469079506312,COMPLETE
297,297,0.05005750060081482,2022-12-14 00:30:55.923364,2022-12-14 00:31:56.125824,0 days 00:01:00.202460,256,3,10.67418714536809,COMPLETE
298,298,0.037826258689165115,2022-12-14 00:31:56.170196,2022-12-14 00:33:02.326525,0 days 00:01:06.156329,256,3,9.035793017968468,COMPLETE
299,299,0.035810187458992004,2022-12-14 00:33:02.393539,2022-12-14 00:34:12.918059,0 days 00:01:10.524520,256,4,7.5993183318465105,COMPLETE
300,300,0.09562239050865173,2022-12-14 00:34:12.972428,2022-12-14 00:35:16.696302,0 days 00:01:03.723874,256,4,4.224605025360388,COMPLETE
301,301,0.05527043715119362,2022-12-14 00:35:16.721576,2022-12-14 00:36:08.381121,0 days 00:00:51.659545,256,3,5.896025257605471,COMPLETE
302,302,0.03950469568371773,2022-12-14 00:36:08.408411,2022-12-14 00:37:01.718389,0 days 00:00:53.309978,256,4,11.444229451134921,COMPLETE
303,303,0.03631219640374184,2022-12-14 00:37:01.747407,2022-12-14 00:38:12.353514,0 days 00:01:10.606107,256,4,9.60415415298889,COMPLETE
304,304,0.03558911383152008,2022-12-14 00:38:12.383723,2022-12-14 00:39:25.389855,0 days 00:01:13.006132,256,4,8.296460804116752,COMPLETE
305,305,0.037013180553913116,2022-12-14 00:39:25.447080,2022-12-14 00:40:48.650244,0 days 00:01:23.203164,256,4,12.616141551948559,COMPLETE
306,306,0.039378732442855835,2022-12-14 00:40:48.681460,2022-12-14 00:41:47.892852,0 days 00:00:59.211392,256,4,10.13984826948999,COMPLETE
307,307,0.03917938098311424,2022-12-14 00:41:47.922596,2022-12-14 00:42:45.454627,0 days 00:00:57.532031,256,4,6.843939906745536,COMPLETE
308,308,0.04091747850179672,2022-12-14 00:42:45.481931,2022-12-14 00:43:40.021494,0 days 00:00:54.539563,256,3,8.953567501464985,COMPLETE
309,309,0.03325411677360535,2022-12-14 00:43:40.047173,2022-12-14 00:44:36.675268,0 days 00:00:56.628095,256,4,16.263947482478738,COMPLETE
310,310,0.03558141738176346,2022-12-14 00:44:36.701851,2022-12-14 00:45:33.521266,0 days 00:00:56.819415,256,4,18.56275938867368,COMPLETE
311,311,0.03444543108344078,2022-12-14 00:45:33.549403,2022-12-14 00:46:31.062320,0 days 00:00:57.512917,256,4,15.254823769835674,COMPLETE
312,312,0.043039340525865555,2022-12-14 00:46:31.085024,2022-12-14 00:47:29.266855,0 days 00:00:58.181831,256,4,20.87566646754997,COMPLETE
313,313,0.05235967040061951,2022-12-14 00:47:29.326250,2022-12-14 00:48:49.819349,0 days 00:01:20.493099,256,4,22.39165199592439,COMPLETE
314,314,0.03727610409259796,2022-12-14 00:48:49.853836,2022-12-14 00:49:55.315205,0 days 00:01:05.461369,256,4,13.76132879604487,COMPLETE
315,315,0.03508516028523445,2022-12-14 00:49:55.342796,2022-12-14 00:50:49.996684,0 days 00:00:54.653888,256,4,8.075664503342194,COMPLETE
316,316,0.03501235321164131,2022-12-14 00:50:50.022887,2022-12-14 00:51:44.216875,0 days 00:00:54.193988,256,4,15.904854711744594,COMPLETE
317,317,0.03484799712896347,2022-12-14 00:51:44.244908,2022-12-14 00:52:36.360331,0 days 00:00:52.115423,256,3,18.427073290855354,COMPLETE
318,318,0.05703594908118248,2022-12-14 00:52:36.383039,2022-12-14 00:53:29.502476,0 days 00:00:53.119437,256,4,11.654624326921724,COMPLETE
319,319,0.7628214955329895,2022-12-14 00:53:29.529865,2022-12-14 00:54:14.594132,0 days 00:00:45.064267,256,1,17.320870209458196,COMPLETE
320,320,0.0398561991751194,2022-12-14 00:54:14.620782,2022-12-14 00:55:06.590265,0 days 00:00:51.969483,256,4,16.65039746614532,COMPLETE
321,321,0.04905511811375618,2022-12-14 00:55:06.621658,2022-12-14 00:56:04.093919,0 days 00:00:57.472261,256,5,5.643037344540317,COMPLETE
322,322,0.03511085361242294,2022-12-14 00:56:04.145122,2022-12-14 00:57:12.173506,0 days 00:01:08.028384,256,4,7.642439872014391,COMPLETE
323,323,0.6614241003990173,2022-12-14 00:57:12.230823,2022-12-14 00:58:26.501522,0 days 00:01:14.270699,64,2,10.44538189082728,COMPLETE
324,324,0.06095875799655914,2022-12-14 00:58:26.527531,2022-12-14 00:59:31.025006,0 days 00:01:04.497475,256,4,40.1861282629514,COMPLETE
325,325,0.033285386860370636,2022-12-14 00:59:31.053365,2022-12-14 01:00:26.210068,0 days 00:00:55.156703,256,4,9.243039252369883,COMPLETE
326,326,0.08236656337976456,2022-12-14 01:00:26.238176,2022-12-14 01:01:20.299430,0 days 00:00:54.061254,256,4,1.9429549740829994,COMPLETE
327,327,0.03863345459103584,2022-12-14 01:01:20.329427,2022-12-14 01:02:15.409482,0 days 00:00:55.080055,256,4,6.806593803758352,COMPLETE
328,328,0.05335446819663048,2022-12-14 01:02:15.439794,2022-12-14 01:03:07.098605,0 days 00:00:51.658811,192,4,9.711202716471218,COMPLETE
329,329,0.04273248463869095,2022-12-14 01:03:07.125792,2022-12-14 01:04:02.209718,0 days 00:00:55.083926,256,4,11.43999126345759,COMPLETE
330,330,0.040032267570495605,2022-12-14 01:04:02.238093,2022-12-14 01:04:56.212428,0 days 00:00:53.974335,256,4,12.866655029684283,COMPLETE
331,331,0.03542322665452957,2022-12-14 01:04:56.242025,2022-12-14 01:05:55.006222,0 days 00:00:58.764197,256,4,8.59288769767959,COMPLETE
332,332,0.03832942992448807,2022-12-14 01:05:55.055745,2022-12-14 01:07:08.924765,0 days 00:01:13.869020,256,4,14.122156817508973,COMPLETE
333,333,0.05009680986404419,2022-12-14 01:07:08.954927,2022-12-14 01:08:11.748866,0 days 00:01:02.793939,256,4,10.632229929742248,COMPLETE
334,334,0.03771563246846199,2022-12-14 01:08:11.776067,2022-12-14 01:09:08.402698,0 days 00:00:56.626631,256,3,7.256808050998206,COMPLETE
335,335,0.03319013491272926,2022-12-14 01:09:08.431265,2022-12-14 01:10:08.460040,0 days 00:01:00.028775,256,4,9.059745046123352,COMPLETE
336,336,0.09477534145116806,2022-12-14 01:10:08.489706,2022-12-14 01:11:08.266052,0 days 00:00:59.776346,256,4,4.230725273162903,COMPLETE
337,337,0.061573147773742676,2022-12-14 01:11:08.296436,2022-12-14 01:12:08.002790,0 days 00:00:59.706354,256,4,43.89420316316317,COMPLETE
338,338,0.05088398978114128,2022-12-14 01:12:08.030009,2022-12-14 01:13:07.265517,0 days 00:00:59.235508,256,4,19.73399648690559,COMPLETE
339,339,0.03589572757482529,2022-12-14 01:13:07.294278,2022-12-14 01:14:06.029389,0 days 00:00:58.735111,256,4,11.820822255563844,COMPLETE
340,340,0.034271240234375,2022-12-14 01:14:06.059824,2022-12-14 01:15:05.182176,0 days 00:00:59.122352,256,4,9.776113666607877,COMPLETE
341,341,0.05279308930039406,2022-12-14 01:15:05.236487,2022-12-14 01:16:18.074030,0 days 00:01:12.837543,256,4,5.346430449278387,COMPLETE
342,342,0.038015685975551605,2022-12-14 01:16:18.132748,2022-12-14 01:17:41.057902,0 days 00:01:22.925154,256,4,7.32131609898187,COMPLETE
343,343,0.06707020103931427,2022-12-14 01:17:41.091280,2022-12-14 01:18:46.112707,0 days 00:01:05.021427,256,4,65.03948547961525,COMPLETE
344,344,0.032650355249643326,2022-12-14 01:18:46.137731,2022-12-14 01:19:41.516167,0 days 00:00:55.378436,256,4,8.915293142458973,COMPLETE
345,345,0.036924153566360474,2022-12-14 01:19:41.545191,2022-12-14 01:20:37.819021,0 days 00:00:56.273830,256,4,10.402793377088393,COMPLETE
346,346,0.036241304129362106,2022-12-14 01:20:37.856674,2022-12-14 01:21:37.099909,0 days 00:00:59.243235,256,5,8.270825240666777,COMPLETE
347,347,0.043028511106967926,2022-12-14 01:21:37.125029,2022-12-14 01:22:33.174216,0 days 00:00:56.049187,256,4,6.01634470955317,COMPLETE
348,348,0.039861708879470825,2022-12-14 01:22:33.202453,2022-12-14 01:23:28.422656,0 days 00:00:55.220203,256,4,16.182835655436342,COMPLETE
349,349,0.036498572677373886,2022-12-14 01:23:28.449736,2022-12-14 01:24:24.052701,0 days 00:00:55.602965,256,4,12.53732558961109,COMPLETE
350,350,0.03378438949584961,2022-12-14 01:24:24.100526,2022-12-14 01:25:38.379352,0 days 00:01:14.278826,256,4,9.1647004644179,COMPLETE
351,351,0.04264610633254051,2022-12-14 01:25:38.408362,2022-12-14 01:26:39.585334,0 days 00:01:01.176972,256,4,11.212772720238007,COMPLETE
352,352,0.05800909548997879,2022-12-14 01:26:39.615438,2022-12-14 01:27:34.896209,0 days 00:00:55.280771,256,4,37.39801718904863,COMPLETE
353,353,0.03589649870991707,2022-12-14 01:27:34.923936,2022-12-14 01:28:29.509104,0 days 00:00:54.585168,256,4,7.621458104627903,COMPLETE
354,354,0.12052037566900253,2022-12-14 01:28:29.536330,2022-12-14 01:29:19.464444,0 days 00:00:49.928114,128,4,10.414026611490272,COMPLETE
355,355,0.03658686950802803,2022-12-14 01:29:19.492262,2022-12-14 01:30:14.824077,0 days 00:00:55.331815,256,4,14.51335347898897,COMPLETE
356,356,0.03262077644467354,2022-12-14 01:30:14.852397,2022-12-14 01:31:09.669578,0 days 00:00:54.817181,256,4,8.43830826476411,COMPLETE
357,357,0.06991192698478699,2022-12-14 01:31:09.698359,2022-12-14 01:32:09.687169,0 days 00:00:59.988810,256,6,35.51897761709351,COMPLETE
358,358,0.03989023715257645,2022-12-14 01:32:09.718537,2022-12-14 01:33:03.549389,0 days 00:00:53.830852,256,4,6.403784392652868,COMPLETE
359,359,0.0446745902299881,2022-12-14 01:33:03.577825,2022-12-14 01:34:09.476792,0 days 00:01:05.898967,192,4,8.252456983141004,COMPLETE
